title,description,article_text,labels
Juventus-PSG : le groupe parisien quasiment au complet pour le déplacement à Turin,"Outre l'absence de Neymar, suspendu, Paris va pouvoir compter sur l'ensemble de ses joueurs dont Danilo Pereira, tout juste revenu de blessure."," La nouvelle est tombée ce mardi matin : Sergio Ramos accompagnera Christophe Galtier en conférence de presse en début de soirée. Comme le veut souvent la pratique, le joueur présent en conférence de presse est en général titulaire. Un élément qui vient confirmer nos informations de lundi soir concernant la probable titularisation de la charnière Ramos-Marquinhos.  Les deux hommes étaient bien là lors de la dernière séance d'entraînement au camp des Loges ce mardi matin avant le départ vers l'Italie. Et à vrai dire il ne manquait personne. Touché aux ischios-jambiers, Danilo Pereira a repris avec le groupe dimanche et a de bonnes chances de figurer dans le groupe qui sera divulgué en début d'après-midi.  Suspendu pour cette rencontre capitale, Neymar était lui aussi présent lors de cette séance, avec le sourire comme souvent en ce début de saison.  C'est devenu une habitude mais le PSG va aussi emmener deux titis : El Chadaille Bitshiabu et Warren Zaïre Emery seront dans le groupe parisien et n'iront pas renforcer les U19 de Zoumana Camara, contrairement à Ayman Kari et Ismael Gharbi.",football
"Real Madrid – Celtic Glasgow : diffusion TV, live streaming, compo probable et avant-match","Où voir le match, heure du coup d'envoi, les compositions des équipes : GOAL vous dévoile toutes les informations utiles sur Real-Celtic."," Objectif première place pour le Real Battu lors de la précédente journée par le RB Leipzig, le Real Madrid a loupé une occasion de sécuriser la première place du groupe, synonyme de match retour à domicile lors des huitièmes de finale.  Avec un seul point d'avance sur les Allemands (10 à 9), le Real Madrid doit donc finir le travail face au Celtic, bon dernier du groupe avec 2 points et qui n'a plus rien à espérer.  Date, horaire et lieu de Real Madrid-Celtic Glasgow Date : mercredi 2 novembre 2022 Ville : Madrid (Espagne) Stade : Estadio Santiago-Bernabéu   Heure du coup d'envoi : 18h45 heure française Compétition : 6e journée de la phase de groupes de la Ligue des champions 2022-2023  Arbitre de la rencontre : Madame Stéphanie Frappart (France)  Sur quelle chaîne voir le match Real Madrid-Celtic Glasgow ? En France, la confrontation entre le Real Madrid et le Celtic Glasgow sera diffusée sur beIN SPORTS 1. Le streaming pour voir le match Real Madrid-Celtic Glasgow Il vous sera aussi de possible de voir la rencontre en Streaming via l'application beIN CONNECT. REAL MADRID-CELTIC GLASGOW, L'AVANT-MATCH Pour cette rencontre, Carlo Ancelotti ne sait pas encore s'il pourra compter sur Karim Benzema et Aurélien Tchouaméni, les deux Français étant incertains pour cette rencontre.  Dans les rangs écossais, McGregor et Starfelt, touchés au genou, sont forfaits.  Real Madrid : Courtois - Mendy, Militão, Nacho, Vazquez - Kroos, Tchouameni, Camavinga - Hazard, Rodrygo, Asensio. Celtic Glasgow : Hart - Taylor, Jenz, Carter-Vickers, Ralston - Hatate, O'Riley, Mooy - Abada, Furuhashi, Forrest. ● Le Real Madrid et le Celtic se sont affrontés trois fois en C1. Les Madrilènes ont perdu le premier match en mars 1980 (0-2), mais ont remporté les deux suivants (3-0 en mars 1980 et 3-0 à Glasgow en septembre dernier). ● C'est le quatrième déplacement d'une équipe écossaise sur le terrain du Real Madrid en C1, les trois premiers se sont soldés par une défaite : 0-6 pour les Rangers en 1963, 1-5 pour Kilmarnock en 1965 et 0-3 pour le Celtic en 1980. ● Le Celtic a perdu chacun de ses cinq derniers matches contre des adversaires espagnols en Ligue des Champions, encaissant 19 buts pour un seul marqué. Le club écossais ne s'est jamais imposé en déplacement chez un adversaire espagnol en C1 (1 nul, 8 défaites). ● Le Real Madrid a perdu son 1er match en 2022-2023 toutes compétitions confondues face au RB Leipzig lors de sa dernière rencontre de Ligue des Champions (2-3) après être resté invaincu lors des 16 premiers (14 victoires, 2 nuls). C'est également le 1er match où les Madrilènes ont encaissé plus d'un but. ● Le Celtic est sans victoire en Ligue des Champions cette saison (2 nuls, 3 défaites) et pourrait achever une phase de groupes sans le moindre succès pour la 2e fois après 2016-2017 (3 nuls, 3 défaites). ● Le Real Madrid n'a perdu qu'un seul de ses 11 matches à domicile en phase de groupes de la Ligue des Champions sous la direction de Carlo Ancelotti (1-2 contre Sheriff Tiraspol en septembre 2021), les 10 autres s'étant tous soldés par une victoire. ● Le Celtic n'a inscrit que 3 buts sur 69 tirs en Ligue des Champions cette saison, avec un taux de conversion des tirs de 4.4 %. En suivant le modèle des Expected Goals, on aurait pu s'attendre à ce que l'équipe d'Ange Postecoglou inscrive 7 buts cette saison (7.2 xG, 3 buts). ● Depuis le début de la saison dernière, aucun joueur n'a été impliqué dans plus de séquences dans le jeu se terminant par un tir (121) ou un but (20) en Ligue des Champions que le joueur du Real Madrid Vinícius Júnior. ● Aucun joueur n'a tenté plus de tirs sans marquer en Ligue des Champions cette saison que le milieu de terrain du Celtic Matt O'Riley (14). Le Danois a même tenté plus de tirs que tout autre joueur de l'équipe écossaise cette saison. ● Vinícius Júnior a inscrit trois buts en cinq apparitions avec le Real Madrid en Ligue des Champions cette saison, soit un seul de moins qu'en treize matches la saison dernière (4). En incluant la finale de la saison dernière, où il a marqué le but de la victoire, le Brésilien a marqué lors de quatre de ses cinq dernières titularisations dans la compétition.",football
"AC Milan – RB Salzbourg : diffusion TV, live streaming, compo probable et avant-match","Où voir le match, heure du coup d'envoi, les compositions des équipes : GOAL vous dévoile toutes les informations utiles sur Milan-Salzbourg."," Une sorte de seizième de finale Dans ce groupe E, l'AC Milan (7 points) et le RB Salzbourg (6 points) vont se disputer la deuxième place puisque Chelsea ne peut plus être rejoint en tête du groupe. C'est donc une sorte de seizième qui se jouera à San Siro sachant que l'AC Milan est quoiqu'il arrive assurer de termine au pire à la troisième place (synonyme de Ligue Europa).  Date, horaire et lieu d'AC Milan-RB Salzbourg Date : mercredi 2 novembre 2022 Ville : Milan (Italie) Stade : Stadio Giuseppe Meazza (San Siro)  Heure du coup d'envoi : 21h00 heure française Compétition : 6e journée de la phase de groupes de la Ligue des champions 2022-2023  Arbitre de la rencontre : Monsieur Antonio Mateu Lahoz (Espagne)  Sur quelle chaîne voir le match AC Milan-RB Salzbourg ? En France, la confrontation entre l'AC Milan et le RB Salzbourg sera diffusée sur beIN SPORTS 1. Le streaming pour voir le match AC Milan-RB Salzbourg Il vous sera aussi de possible de voir la rencontre en Streaming via l'application beIN CONNECT. AC MILAN-RB SALZBOURG, L'AVANT-MATCH Stefano Pioli, qui vient de prolonger son contrat jusqu'en 2025 avec l'AC Milan enregistre le retour de Fikayo Tomori, suspendu lors des deux derniers matches.  En revanche, il sera privé de Davide Calabria, d'Alessandro Florenzi, d'Alexis Saelemaekers, de Mike Maignan et de Zlatan Ibrahimovic.   A Salzbourg, Fernando et Nicolas Capaldo sont forfaits en raison d'une blessure tandis que Junior Adamu et Oumar Solet sont incertains.  Plusieurs joueurs sous le coup d'une suspension au prochain match en cas d'avertissement : Ballo, Krunic et Tomori pour Milan, Capaldo, Pavlovic et Sucic pour Salzbourg.  AC Milan : Tatarusanu - Kalulu, Tomori, Kjaer, Hernandez - Tonali, Bennacer - Rebic, Diaz, Leão - Giroud. RB Salzbourg : Kohn - Dedic, Pavlovic, Wober, Ulmer - Gourna-Douath - Seiwald, Sucic, Kjaergaard - Okafor, Sesko. ● L'AC Milan est invaincu contre Salzbourg en compétitions européennes (3 matches : 2 victoires, 1 nul, tous en Ligue des Champions). Il n'a toutefois pas remporté le dernier (1-1 lors du match aller cette saison). ● Ce sera le deuxième déplacement de Salzbourg à Milan en Ligue des Champions, après une défaite 0-3 (dont un doublé de Marco Simone) en septembre 1994. ● L'AC Milan n'a perdu qu'un perdu qu'un de ses 12 duels contre des clubs autrichiens en compétitions européennes (8 victoires, 3 nuls), dont aucun des 8 derniers (6 victoires, 2 nuls). Les Rossoneri sont aussi invaincus à domicile contre des Autrichiens dans ces compétitions (4 victoires, 1 nul), scorant 19 fois en 5 rencontres (3.8 buts/match). ● L'AC Milan a inscrit 4 buts lors de sa dernière sortie en Ligue des Champions (4-0 contre le Dinamo Zagreb), une première depuis février 2012 (4-0 contre Arsenal). Il n'a jamais marqué au moins quatre buts dans des matches consécutifs en C1 depuis mars 2004 (4-1 contre le Sparta Prague et 4-1 contre le Deportivo La Corogne). ● Salzbourg a réussi 50% de ses passes lors de la défaite 1-2 contre Chelsea lors de la dernière journée de Ligue des Champions (115/230). Depuis qu'Opta analyse ces données (2003-2004), c'est le deuxième total le plus faible dans un match de C1, seul Cluj (30.1% contre Galatasaray en octobre 2012) a fait pire. ● Salzbourg pourrait sortir des groupes de Ligue des Champions pour la deuxième saison d'affilée (après 2021-2022), après avoir échoué à le faire lors de ses trois participations précédentes. ● L'AC Milan a gagné 2 de ses 4 derniers matches de Ligue des Champions (2 défaites) et vise 2 victoires de suite dans la compétition pour la 1re fois depuis octobre 2011. Les Rossoneri ont pris au moins un but lors de chacune de leurs 6 dernières rencontres de C1, plus longue série du genre depuis novembre 2002 (15 matches). ● Chacun des 15 buts de Salzbourg en Ligue des Champions sous l'ère Matthias Jaissle ont été inscrits par des joueurs de 23 ans et moins. Le club possède la moyenne d'âge la plus basse de la compétition (22 ans, 279 jours). ● Milan a marqué 8 buts en Ligue des Champions 2022-2023, son plus haut total lors d'une même phase de groupes depuis 2011/12 (11). Il n'a plus gagné 3 matches ou plus en phase de groupes de la compétition depuis 2007-2008 (4). ● Olivier Giroud a marqué son 20e but en Ligue des Champions lors du dernier match contre le Dinamo Zagreb (4-0) à 36 ans et 25 jours, soit le joueur le plus âgé à atteindre ce total. Le Français n'a plus marqué lors de deux rencontres de suite dans la compétition depuis décembre 2020 avec Chelsea.",football
Coupe du monde 2022 - Equipe de France : l'appel du pied de Mohamed Simakan à Didier Deschamps,Le défenseur central du RB Leipzig espère convaincre Didier Deschamps de la sélectionner pour la Coupe du monde 2022. ," Christopher Nkunku n'est pas le seul Français à briller au RB Leipzig. Il y a également Mohamed Simakan.  A 22 ans, le défenseur central né à Marseille, s'est rapidement imposé en Bundesliga depuis son arrivée au RB Leipzig à l'été 2021. Avec ses dernières bonnes prestations, dont une victoire contre le Real Madrid, Mohamed Simakan qui ne compte aucune sélection avec les Espoirs et les A espère malgré tout être sélectionné pour la Coupe du monde 2022 comme il l'a confié à nos confrères de L'Equipe : « Ce n'est pas parce que j'ai l'âge de jouer en Espoirs que je ne peux pas être appelé en A. Quand on regarde la concurrence, on voit que c'est fort, mais je joue en Bundesliga et je joue la Ligue des champions. Il faut y croire. » Simakan avoue d'ailleurs qu'il discute beaucoup des Bleus avec son coéquipier Christopher Nkunku : « Oui parce que j'aime bien me renseigner, je lui demande souvent comment ça s'est passé, comment il a été accueilli. Si on veut être dans un groupe, c'est important de se sentir à l'aise. Quand j'en parle avec lui, c'est rassurant et ça donne envie. » Le défenseur explique cependant qu'il est réaliste sur ses chances d'être appelé en équipe de France : « Quand on regarde la concurrence en Espoirs et chez les A, il faut aussi savoir se faire petit. Après les premières listes, j'ai arrêté d'être peiné, je me suis dit : « Ce jour viendra. En attendant, bosse pour toi et donne le meilleur de toi-même et si on reconnaît ce que tu fais, tu seras appelé. » Didier Deschamps dévoilera sa liste des 23 ou 26 joueurs retenus pour la Coupe du monde 2022 au Qatar le mercredi 9 novembre.   A LIRE AUSSI - NOTRE INTERVIEW EXCLUSIVE DE MOHAMED SIMAKAN EN 2021 : ""LA SOUFFRANCE A QUELQUE CHOSE DE BON""",football
"Juventus – PSG : diffusion TV, live streaming, compo probable et avant-match","Où voir le match, heure du coup d'envoi, les compositions des équipes : GOAL vous dévoile toutes les informations utiles sur Juventus-PSG."," Le PSG en quête de la première place Déjà qualifié pour le prochain tour, le PSG est en tête de son groupe avec 11 points mais ne devance Benfica qu'à la différence de buts. Les Parisiens vont tenter de conserver la première place du groupe (synonyme de match retour à domicile lors des huitièmes de finale) face à la Juventus qui doit tout faire pour garder sa 3e place (au détriment du Maccabi Haïfa, les deux équipes possédant 3 points) si elle veut pouvoir être reversée en Ligue Europa.  Date, horaire et lieu de Juventus-PSG Date : mercredi 2 novembre 2022 Ville : Turin (Italie) Stade : Juventus Stadium Heure du coup d'envoi : 21h00 heure française Compétition : 6e journée de la phase de groupes de la Ligue des champions 2022-2023  Arbitre de la rencontre : Monsieur Carlos del Cerro Grande (Espagne) Sur quelle chaîne voir le match Juventus-PSG ? En France, la confrontation entre la Juventus et le PSG sera diffusée sur Canal+ et RMC Sport 1. Le streaming pour voir le match Juventus-PSG Il vous sera aussi de possible de voir la rencontre en Streaming via l'application MyCanal et via l'application RMC Sport. JUVENTUS-PSG, L'AVANT-MATCH La Juventus sera privée de plusieurs joueurs pour cette rencontre : Danilo qui est suspendu ainsi que Chiesa, Pogba, De Sciglio, Di Maria, Bremer, paredes, Iling-Junior et McKennie qui sont blessés. Vlahovic est quant à lui incertain.  Au PSG, Neymar est suspendu et Danilo Pereira est blessé.  Deux joueurs sont sous le coup d'une suspension au prochain match en cas d'avertissement : Miretti à la Juventus et Sergio Ramos au PSG.  Juventus : Szczesny - Bonucci, Gatti, Sandro - Cuadrado, Rabiot, Locatelli, Miretti, Kostic - Kean, Milik. PSG : Donnarumma - Marquinhos, Ramos, Kimpembe - Hakimi, Soler, Verratti, Ruiz, Mendes - Messi, Mbappé. ● La Juventus a subi sa première défaite contre Paris en C1/C2/C3/C4 lors de sa défaite 2-1 lors de la première journée de Ligue des Champions cette saison. Elle a remporté 6 de ses 8 autres matches contre les Parisiens (2 nuls). ● Le PSG n'a gagné aucun de ses quatre matches européens à l'extérieur contre la Juventus, le dernier en date remontant au match retour de la Supercoupe d'Europe 1996 en février 1997 (1-3 sous Ricardo). ● La Juventus a perdu quatre matches de la phase de groupes de Ligue des Champions cette saison, son total le plus élevé lors d'une phase de groupes de la C1. La Juve a perdu cinq matches sur une même campagne de Ligue des champions en 2002-2003 (1 en première phase de groupes, 3 en deuxième phase de groupes, 1 en demi-finale). ● le PSG a gagné son dernier match de groupes lors de chacune de ses 4 dernières saisons de Ligue des Champions, inscrivant au moins 4 buts à chaque fois (18 buts au total). ● Après avoir franchi 8 phases de groupes consécutives en Ligue des champions, la Juventus a été éliminée en poules cette saison. C'est la première fois depuis 2013-2014 que la Vieille Dame ne participera pas à la phase à élimination directe de la C1. ● La Juventus pourrait devenir la deuxième équipe italienne à perdre cinq matches sur même phase de groupes de Ligue des Champions, après la Roma en 2004-2005 (1 nul, 5 défaites). ● Hors C.S.C. depuis le début de la saison dernière, 26 des 28 buts de Paris en Ligue des Champions ont vu Lionel Messi, Neymar ou Kylian Mbappé être impliqués (soit buteur, soit passeur décisif, soit les deux), dont les 20 plus récents. Avant le but de Carlos Soler contre le Maccabi Haïfa, les 19 derniers buts de Paris en C1 (hors C.S.C.) avaient été marqués par Messi (6), Neymar (2) et Mbappé (11). ● Kylian Mbappé a marqué 6 buts en phase de groupes de Ligue Champions cette saison avec Paris. Le seul joueur à en avoir inscrit plus sur une seule campagne de C1 avec Paris est Zlatan Ibrahimovic en 2013-2014 (8). Le seul Français à avoir fait mieux tous clubs confondus est Christopher Nkunku la saison dernière avec le RB Leipzig (7). ● Lionel Messi a été impliqué dans 7 buts lors de ses 4 matches en phase de groupes de Ligue des Champions cette saison (4 buts, 3 passes décisives) son meilleur total sur une phase de groupes depuis 2018-2019 (7 également). La dernière fois que l'Argentin a fait mieux, c'était en 2016-2017 avec Barcelone (12 –10 buts, 2 passes décisives). Il n'a encore jamais délivré plus de 3 passes décisives sur une même phase de groupes de C1. ● Lors de la cinquième journée contre Benfica, Samuel Iling-Junior est devenu le premier joueur anglais à disputer un match en C1/C2/C3/C4 avec la Juventus depuis David Platt en Coupe de l'UEFA 1992-1993. Auteur d'une passe décisive, il est également devenu le plus jeune joueur (19 ans et 21 jours) à donner une passe décisive pour ses débuts en Ligue des Champions depuis Giovanni Reyna avec Dortmund en février 2020, qui avait 17 ans.",football
Juventus-PSG : pourquoi Paris a choisi de faire sa veille de match au camp des Loges,"Entre un calendrier chargé et une envie de discrétion, Paris a changé ses habitudes et n'effectue plus son huis clos dans le stade de son adversaire."," Bruges, Leipzig et Madrid ont un point commun. L’an passé, ces trois adversaires du PSG en Ligue des champions avaient accueilli le champion de France lors de la veille de match pour un entraînement à huis clos comme l’autorise le protocole UEFA. Cette saison, l’ultime séance des Parisiens avant la rencontre ne s'est pas déroulée à Haïfa ou à Lisbonne mais bien au camp des Loges. Et il en sera de même pour la Juventus Turin, ce mardi.  Pourquoi les habitudes du PSG ont-elles changé ? Ce choix a été initié par la direction sportive parisienne peu avant le démarrage de la compétition. Très attentive au calendrier et à l’enchaînement match, récupération, entraînement, elle a établi cette nouvelle pratique afin de pouvoir avoir une séance supplémentaire complète avec une mise en place 24 heures avant la rencontre.  À l’abri des regards indiscrets Avec une match quasiment tous les trois jours depuis le début septembre, l’enchaînement oblige le staff parisien, comme dans beaucoup d’autres clubs, à axer son travail sur la récupération, moins sur la technique ou la tactique. Ce huis clos au centre Ooredoo permet, en effet, d’effectuer une répétition générale avec le onze qui devrait être aligné.  Il y a aussi et surtout la volonté de faire cette mise en place à l’abri des regards indiscrets. Que ce soit ceux de potentiels observateurs du club adverse qui pourraient accéder aux moindres coins du stade sans être aperçus et obtenir des informations sur la tactique que souhaite mettre en place Christophe Galtier, ainsi que son onze de départ. L’an passé, par exemple, Mauricio Pochettino et son staff avaient pris l'habitude de voyager dans la matinée pour s'entraîner à l'extérieur entre le milieu et la fin de l'après-midi. Et durant ces sessions, il n’a jamais effectué cette fameuse mise en place lors des veilles de match à l’extérieur. A Bruges ou à Leipzig, les Parisiens avaient, par exemple, fait une opposition avec deux équipes de dix, mélangées entre titulaires et remplaçants et des petits jeux intenses du côté de Madrid.  Cela explique peut-être aussi pourquoi l'Argentin n’a gagné aucun match à l’extérieur dans la compétition lors de l’édition précédente. Mais en cas de finale, il faudra certainement changer les habitudes puisque l’intégralité de l’entraînement d’avant-match est ouvert aux médias.",football
"Coupe du monde 2022 : le Japon dévoile sa liste avec 26 joueurs, Ito, Kawashima et Minamino sont sélectionnés",Trois joueurs japonais évoluant en Ligue 1 ont été sélectionnés pour la Coupe du monde 2022. La liste nippone comporte 26 joueurs. ," Le sélectionneur du Japon, Hajime Moriyasu a dévoilé aujourd'hui la liste des 26 joueurs japonais sélectionnés pour la Coupe du monde 2022 au Qatar.  Moriyasu a fait appel aux stars nippones évoluant en Europe comme Takefusa Kubo (Real Sociedad), Maya Yoshida (Schalke 04), Takehiro Tomiyasu (Arsenal), Daichi Kamada (Eintracht Francfort). Trois japonais évoluant en Ligue 1 ont également été retenus : Eiji Kawashima (RC Strasbourg), Takumi Minamino (AS Monaco) et Junya Ito (Stade de Reims) ont également été retenus pour le Mondial 2022. En revanche, Ado Onaiwu (Toulouse FC) n'a pas été convoqué tout comme Kyogo Furuhashi et Reo Hatate qui portent le maillot du Celtic.  Lors de la Coupe du monde, le Japon, placé dans le groupe E, affrontera l'Allemagne (23 novembre), le Costa Rica (27 novembre) et l'Espagne (1er décembre).  LA LISTE DES 26 JOUEURS DU JAPON POUR LA COUPE DU MONDE 2022 Gardiens de buts  Eiji Kawashima (RC Strasbourg/France) Shuichi Gonda (Shimizu S-Pulse/Japon) Daniel Schmidt (Saint-Trond/Belgique) Défenseurs  Yuto Nagatomo (FC Tokyo/Japon) Miki Yamane (Kawasaki Frontale/Japon) Shogo Taniguchi (Kawasaki Frontale/Japon) Ko Itakura (Borussia Mönchengladbach/Allemagne) Takehiro Tomiyasu (Arsenal/Angleterre) Hiroki Sakai (Urawa Red Diamonds/Japon) Yuta Nakayama (Huddersfield/Angleterre) Maya Yoshida (Schalke 04/Allemagne) Hiroki Ito (VfB Stuttgart/Allemagne) Milieux et attaquants  Gaku Shibasaki (CD Leganés/Espagne) Wataru Endo (VfB Stuttgart/Allemagne) Takefusa Kubo (Real Sociedad/Espagne) Daichi Kamada (Eintracht Francfort/Allemagne) Takumi Minamino (AS Monaco/France) Hidemasa Morita (Sporting Clube Portugal/Portugal) Junya Ito (Stade de Reims/France) Yuki Soma (Nagoya Grampus/Japon) Ao Tanaka (Fortuna Düsseldorf/Allemagne)  Kaoru Mitoma (Brighton and Hove Albion/Angleterre) Ritsu Doan (SC Fribourg/Allemagne) Daizen Maeda (Celtic FC/Ecosse) Takuma Asano (VfL Bochum/Allemagne) Ayase Ueda (Cercle Bruges/Belgique) GROUPE E DE LA COUPE DU MONDE 2022 – ESPAGNE, COSTA RICA, ALLEMAGNE ET JAPON : DATES, HORAIRES, DIFFUSION TV ET LIVE STREAMING DES MATCHES",football
"Coupe du Monde 2022 : Des commentaires en échange d’une prise en charge totale, l’étonnante stratégie du Qatar","Afin de ne pas se retrouver avec des stades vides, pendant la Coupe du Monde, le Qatar a décidé d’inviter des supporters du monde entier."," Les dirigeants qataris ont sorti le chéquier pour garnir les tribunes des nouveaux stades construits spécialement pour recevoir le Mondial 2022. En échange de divers engagements de communication, le petit émirat accepte de prendre en rage en totalité le voyage et le séjour de nombreux supporters. Le Qatar a confirmé sa stratégie Le comité d'organisation de la Coupe du monde 2022 a confirmé l’existence d’une telle opération à l'agence Reuters. Le Qatar va payer les vols et les hôtels de plusieurs groupes de supporters des nations qualifiées pour ce grand rendez-vous. Les heureux élus ont paraphé «code de bonne conduite». Ce dernier incite ouvertement les supporters à signaliser les commentaires offensants d’utilisateurs sur les réseaux sociaux. « À l'approche du tournoi, nous avons invité nos leaders les plus actifs à désigner personnellement une petite sélection de supporters qui se joindront à nous en tant qu'invités, comme une manière de les remercier de leur collaboration », a indiqué l’un des porte-paroles du comité d’organisation.   Il y a quelques jours, Joseph Delage, un supporter français avait expliqué avoir été approché dans cette optique. « C’est vraiment un bon plan, l’avion plus l’hôtel, a-t-il expliqué au micro de TF1. On ne fait pas ce genre de cadeau pour rien, il y a forcément une contrepartie. Et en fait, la seule, c’est d’assister au match d’ouverture ». ",football
PSG : Thierry Henry défend les stars parisiennes et envoie une petite pique à Galtier,"Le Paris Saint-Germain encaisse trop de buts. La faute au système de jeu de Christophe Galtier selon le consultant sportif, Thierry Henry. "," Victorieux lors du dernier match de Ligue 1, ce weekend, les Parisiens ont cependant reçu beaucoup de critiques sur leur fragilité défensive. Ils ont encaissé trois buts face à Troyes (4-3) au Parc des Princes. Henry pas fan du 4-3-3 « On ne peut pas encaisser trois buts à la maison », a confié le milieu de terrain parisien Marco Verratti à la fin de la rencontre. Un constat partagé par l’ensemble du groupe parisien. Certains observateurs ont, une nouvelle fois, pointé du doigt le manque d’efforts défensifs des trois stars parisiennes ; Mbappé, Neymar et Messi. Une explication trop facile pour Thierry Henry. « Je n'essaye pas de trouver une excuse aux trois de devant. Mais quand Paris joue avec une défense à cinq avec les pistons, ça permet de temps en temps aux trois, et notamment à Neymar, de recoller à leur défense, a confié le technicien français au micro de Prime Video. Mais là ils n'ont même pas eu le temps de se recoller à leur équipe puisqu'à chaque fois ça partait sur les côtés. »  Les trois attaquants vedettes du Paris Saint-Germain n’arrivent pas à se replacer correctement à cause du schéma tactique de l’entraineur. « Quand les pistons sont là, ils vont rencontrer les latéraux adverses, ça force l'équipe adverse à jouer dans l'axe donc on descend moins vite, a-t-il enchainé. Ça permet aux trois attaquants de se replacer. Là on a vu ce qui se passait l'année dernière, ils défendaient à sept et les trois restaient devant ». ",football
"Juventus-PSG : vers une charnière Ramos-Marquinhos, Soler en pôle pour remplacer Neymar",Christophe Galtier devrait laisser Kimpembe sur le banc et donner à nouveau sa chance au milieu espagnol qui reste sur deux buts en 2 matches.," Christophe Galtier a promis du travail. Quelques instants après la victoire face à Troyes et surtout les trois buts encaissés (4-3), le technicien parisien a promis des corrections pour éviter de prendre trois buts en Ligue des champions qui serait, selon lui, synonyme de défaite.  Dans son travail du jour, le PSG a poursuivi sur son schéma des derniers matchs à trois au milieu. En prévision de la rencontre de mercredi à Turin, l’entraîneur de la capitale devrait reconduire les trois milieux de terrain qui ont donné satisfaction lors du Classique (1-0, le 16 octobre) : Vitinha, Verratti et Ruiz.  Nuno Mendes en capacité de démarrer ?  En vue de ce match décisif, plusieurs interrogations demeurent. Qui sera le remplaçant de Neymar, suspendu pour ce déplacement important dans le Piémont ? La tendance est à la reconduction du trio offensif aligné face à Ajaccio (3-0, le 21 octobre) avec Carlos Soler, auteur de deux buts lors des deux dernières rencontres, en pointe basse. Derrière, le passage à quatre va amener la gestion d’une nouvelle concurrence, avec trois défenseurs pour deux postes. Compte-tenu du retour compliqué de Kimpembe face à l’Estac samedi et de son manque de repères, Galtier devrait faire démarrer Ramos et Marquinhos. Le dernier point d’interrogation réside à gauche pour savoir si Nuno Mendes est en capacité de démarrer. Le staff a été impressionné par son retour à l’entraînement il y a plus d'une semaine après avoir été touché aux ischios-jambiers . Si son retour a été accompagné avec précaution, la possibilité de le voir démarrer est envisageable malgré seulement cinq minutes disputés face à Troyes.",football
OM : Éric Di Meco défend Igor Tudor et fracasse les joueurs,"Le consultant sportif Éric Di Meco n’a pas du tout compris les critiques adressées à l’entraineur de l’Olympique de Marseille, Igor Tudor. "," Les Phocéens ont une nouvelle fois raté leur coup, ce weekend, en Ligue 1. Les coéquipiers de Bamba Dieng ont dû partager les points du match nul contre Strasbourg (2-2) après avoir mené au score pendant quasiment toute la rencontre. Di Meco, « la responsabilité revient aux joueurs »  En première ligne, Igor Tudor, l’entraineur marseillais, n’a pas pu éviter les critiques durant les deux derniers jours. Une aberration selon l’ancien défenseur de l’OM. « On est en train d’expliquer que Tudor rate son match alors qu’il relance cinq mecs », a confié Éric Di Meco dans l’émission Rothen s'enflamme de RMC. 🗣 ""On est entrain d'expliquer que Tudor rate son match alors qu'il relance 5 mecs"".🎙 Au moment de trouver les responsables du 2-2 concédé par l'OM, Eric Di Meco charge les joueurs plutôt qu'Igor Tudor. pic.twitter.com/nvnKZxlCWM « À un moment donné quand tu gagnes (2-0) en maitrisant le match et que tu as des occasions pour tuer le match, a enchainé le consultant sportif. Je suis désolé mais la responsabilité revient aux joueurs. C’est vrai que dans le nouveau football maintenant ; un mec qui ne joue jamais et qui doit gagner sa place, il rentre et il est nul, c’est la faute de l’entraineur. C’est nouveau mais c’est comme ça. Il faut s’y habituer. » ",football
Le PSG est «l’une des plus belles expériences» de cette légende italienne,"Gianluigi Buffon, la gloire du football italien, n’a pas tari d’éloges en direction du Paris Saint-Germain dans un entretien accordé à l’AFP."," Le gardien iconique de la Squadra Azzurra a porté le maillot de la formation française durant la saison 2018-2019. Gianluigi Buffon garde un excellent souvenir de ce court passage en Ligue 1. Buffon, «tous les ans Paris part pour gagner» la C1 « Je garde aussi un souvenir particulier de Paris, de mes coéquipiers, des supporters, a confié le portier de Parme Calcio 1913. Cela a été l’une des plus belles expériences de ma vie en tant que footballeur et en tant qu’homme. »  Les Parisiens affronteront la Juventus Turin, le club de cœur du célèbre gardien de but italien, ce mercredi soir, pour le compte de la sixième et dernière journée de la phase de groupes de Ligue des Champions. « Ce qui est dommage, c’est que ce match ne va pas compter tant que ça », a commenté Gianluigi Buffon. Effectivement, les Turinois savent déjà qu’ils ne pourront pas se qualifier en huitièmes de finale de la compétition européenne. L’Italien voit le PSG aller loin en Ligue des Champions. « Tous les ans, ça paraît être la bonne, a-t-il enchainé. Paris, lors des sept ou huit dernières saisons, a toujours eu une équipe qui aurait pu gagner. Mais de là à y réussir, il y a des détails, qui parfois dépendent aussi de la chance. Mais tous les ans Paris part pour gagner ». ",football
